Wall time,Step,Value
1705992005.1285095,3000,0.0
1705992226.5412192,6000,0.0
1705992449.1534085,9000,0.0
1705992674.2323341,12000,0.0
1705992901.076939,15000,0.0
1705993128.9325335,18000,0.0
1705993355.8667457,21000,0.0
1705993582.6949508,24000,0.0
1705993810.2838695,27000,0.0
1705994043.010848,30000,0.0
1705994277.3320477,33000,0.0
1705994510.6212492,36000,0.0
1705994752.1750636,39000,0.0
1705994983.229883,42000,0.0
1705995210.5621665,45000,0.0
1705995439.4116142,48000,0.0
1705995668.6555552,51000,0.0
1705995907.868684,54000,0.0
1705996142.6111083,57000,0.0
1705996381.2588053,60000,0.0
1705996618.0352786,63000,0.10000000149011612
1705996855.7999787,66000,0.0
1705997091.7934132,69000,0.0
1705997328.1423962,72000,0.0
1705997562.7781017,75000,0.0
1705997801.8004477,78000,0.0
1705998041.7730205,81000,0.0
1705998284.0883605,84000,0.0
1705998529.5718946,87000,0.0
1705998769.080892,90000,0.10000000149011612
1705999008.8027165,93000,0.0
1705999248.3760886,96000,0.0
1705999487.2488704,99000,0.10000000149011612
1705999728.3500295,102000,0.0
1705999971.7871664,105000,0.10000000149011612
1706000218.0030088,108000,0.10000000149011612
1706000460.668298,111000,0.0
1706000700.3556895,114000,0.0
1706000942.3487515,117000,0.0
1706001182.5349593,120000,0.0
1706001417.245102,123000,0.0
1706001650.228477,126000,0.10000000149011612
1706001885.4547513,129000,0.0
1706002124.3472948,132000,0.0
1706002357.007289,135000,0.20000000298023224
1706002595.6877718,138000,0.20000000298023224
1706002835.0516121,141000,0.10000000149011612
1706003081.8961234,144000,0.10000000149011612
1706003324.8561387,147000,0.20000000298023224
1706003571.9687815,150000,0.0
1706003811.264457,153000,0.10000000149011612
1706004049.1690218,156000,0.10000000149011612
1706004281.0229707,159000,0.0
1706004512.854869,162000,0.20000000298023224
1706004749.7362928,165000,0.10000000149011612
1706004989.0942538,168000,0.20000000298023224
1706005229.1699119,171000,0.10000000149011612
1706005470.8329203,174000,0.20000000298023224
1706005718.4529493,177000,0.20000000298023224
1706005956.1377256,180000,0.20000000298023224
1706006192.847699,183000,0.30000001192092896
1706006429.950982,186000,0.20000000298023224
1706006666.814584,189000,0.10000000149011612
1706006903.2715714,192000,0.0
1706007140.7071996,195000,0.4000000059604645
1706007376.5906172,198000,0.0
1706007611.8259346,201000,0.0
1706007846.7330606,204000,0.10000000149011612
1706008080.9421318,207000,0.30000001192092896
1706008315.450227,210000,0.0
1706008550.242968,213000,0.20000000298023224
1706008784.4213495,216000,0.10000000149011612
1706009019.9068036,219000,0.0
1706009256.3553572,222000,0.4000000059604645
1706009490.4418988,225000,0.30000001192092896
1706009726.18875,228000,0.20000000298023224
1706009960.968485,231000,0.30000001192092896
1706010195.1482062,234000,0.20000000298023224
1706010429.8905194,237000,0.4000000059604645
1706010665.0608602,240000,0.20000000298023224
1706010899.7349222,243000,0.5
1706011134.5821187,246000,0.4000000059604645
1706011370.0331633,249000,0.4000000059604645
1706011605.2334619,252000,0.30000001192092896
1706011839.978366,255000,0.5
1706012075.9930983,258000,0.30000001192092896
1706012312.30534,261000,0.10000000149011612
1706012547.804675,264000,0.4000000059604645
1706012784.343139,267000,0.699999988079071
1706013020.1057336,270000,0.0
1706013257.2762675,273000,0.0
1706013494.1146853,276000,0.30000001192092896
1706013730.9679775,279000,0.30000001192092896
1706013967.2824397,282000,0.4000000059604645
1706014204.8280945,285000,0.30000001192092896
1706014441.6326447,288000,0.4000000059604645
1706014677.8765106,291000,0.800000011920929
1706014914.6763215,294000,0.4000000059604645
1706015150.0214453,297000,0.10000000149011612
1706015388.791443,300000,0.4000000059604645
1706015626.3121421,303000,0.5
1706015864.5067346,306000,0.10000000149011612
1706016103.27722,309000,0.4000000059604645
1706016341.8051124,312000,0.4000000059604645
1706016578.3995688,315000,0.6000000238418579
1706016814.1859088,318000,0.5
1706017051.358455,321000,0.4000000059604645
1706017289.1410675,324000,0.20000000298023224
1706017528.05718,327000,0.30000001192092896
1706017766.16929,330000,0.6000000238418579
1706018004.9158478,333000,0.5
1706018243.698082,336000,0.800000011920929
1706018481.4186647,339000,0.30000001192092896
1706018720.438461,342000,0.699999988079071
1706018957.9778183,345000,0.6000000238418579
1706019196.4988172,348000,0.5
1706019435.4746885,351000,0.4000000059604645
1706019675.1883085,354000,0.30000001192092896
1706019914.1328597,357000,0.30000001192092896
1706020152.1764739,360000,0.4000000059604645
1706020391.2072098,363000,0.699999988079071
1706020629.4523888,366000,0.699999988079071
1706020868.5093372,369000,0.4000000059604645
1706021107.7163029,372000,0.4000000059604645
1706021346.8434677,375000,0.10000000149011612
1706021585.8432305,378000,0.30000001192092896
1706021825.4367814,381000,0.5
1706022064.663871,384000,0.6000000238418579
1706022303.6710176,387000,0.30000001192092896
1706022543.9940298,390000,0.4000000059604645
1706022784.5428832,393000,0.5
1706023022.9812922,396000,0.6000000238418579
1706023262.2633433,399000,0.800000011920929
1706023502.8354602,402000,0.6000000238418579
1706023742.3355217,405000,0.699999988079071
1706023983.4119067,408000,0.6000000238418579
1706024224.4974518,411000,0.5
1706024463.689164,414000,0.6000000238418579
1706024704.5948615,417000,0.4000000059604645
1706024943.8608525,420000,0.699999988079071
1706025183.3503969,423000,0.699999988079071
1706025422.2821877,426000,0.4000000059604645
1706025663.674753,429000,0.5
1706025903.5622294,432000,0.6000000238418579
1706026144.726125,435000,0.6000000238418579
1706026386.4999113,438000,0.699999988079071
1706026626.2256777,441000,0.5
1706026865.73253,444000,0.6000000238418579
1706027106.5071397,447000,0.5
1706027349.1517103,450000,0.699999988079071
1706027589.6955204,453000,0.800000011920929
1706027829.7567205,456000,0.6000000238418579
1706028071.813858,459000,0.6000000238418579
1706028312.5325992,462000,0.4000000059604645
1706028552.005998,465000,0.4000000059604645
1706028793.862311,468000,0.699999988079071
1706029035.368861,471000,0.5
1706029276.3689914,474000,0.4000000059604645
1706029516.150141,477000,0.4000000059604645
1706029757.878994,480000,0.5
1706029999.1415806,483000,0.6000000238418579
1706030240.3187785,486000,0.699999988079071
1706030482.3402154,489000,0.6000000238418579
1706030722.9202094,492000,0.699999988079071
